video_current_time,pause_time
0,0
512,0
514,0
515,0
516,0
1,0
520,1.0
525,0
526,0
15,0
19,990.0
21,730.0
25,0
538,0
540,0
30,0
550,0
49,0
51,0
565,0
83,0
85,0
92,0
608,0
98,0
108,237.0
112,0
628,0
118,0
128,14.0
642,0.0
643,0
644,4.0
645,9.0
648,0
140,0
537,6.0
678,0
178,0
179,0
693,19.5
183,0
698,1.5
191,0
800,0
706,0
708,0
203,0
215,0
732,9.0
805,25.5
231,0
243,0
759,0
760,0.0
764,0
253,0
773,0
268,0
783,0.0
272,0
788,0
691,6.0
288,6.0
802,9.0
803,12.0
804,0
293,291.0
294,0
809,0
308,0
310,0
315,0
325,0
838,0
840,0
849,0
339,0
346,0
353,0
354,0
867,0
356,0
357,0
376,0
896,37.5
388,7.0
902,0
391,18.0
394,0
395,0
399,0
400,0
404,269.0
412,0
925,0
421,0
423,0
434,0
435,0
442,0
443,0
448,0
450,0
454,0
466,8.0
468,18.0
475,0
477,0
481,0
483,0
489,0
765,1.0
498,0
507,0
508,0
