video_current_time,pause_time
0,79.0
1027,0
1028,0
519,0
8,0
1034,0
1037,0
3,0
547,0
1060,0
1064,0
41,19.0
1031,0
44,3.0
559,0
562,0
563,288.75
1078,0
58,13.0
62,3.0
582,0
1097,0
592,0
1110,0
1120,0
105,2.0
106,0
1134,26.25
111,0
121,0
1146,0
128,0
1283,0
138,0
152,0
158,0
164,0
165,0
172,0
1197,0
174,0
1207,0
193,0
711,0
712,0
1239,0
548,0
1246,0
228,0
243,0
254,0
259,0
266,0
1292,0
1293,0
1294,0
1304,0
474,0
288,0
1314,0
297,0
1325,0
303,0
1329,0
306,0
312,0
1339,0
829,0
831,0
840,0
841,0
1358,0
848,0
851,0
861,0
876,0
1341,0
881,0
1396,0
1086,0
375,0
380,0
388,0
914,40.0
926,16.25
418,0
429,0
431,0
1456,0
328,0
450,0
979,0
986,0
1499,0
478,0
800,0
997,0
487,0
488,0
1006,0
1312,0
339,0
1013,0
1017,0
