video_current_time,pause_time
0,0
386,0
387,0
5,0
264,0
394,0
141,0
271,11.0
16,1311.0
274,0
277,0
22,0
281,0
286,3.0
291,61.0
41,12.0
48,0
178,0
308,0
182,4.0
186,33.0
266,0
200,0
203,0
78,0
209,0
340,0
213,0
344,0
228,1280.0
230,0
231,4.0
109,0
