video_current_time,pause_time
0,0
1,0
342,0
1544,0
522,0
524,0
16,2.0
1553,0
1556,0
533,355.0
534,0
542,0
91,0
38,0
552,0
1066,40.0
1579,0
48,0
1585,6.0
570,0
572,0
1596,0
1088,0
1601,0
1609,0
76,0
1634,0
1624,0
1627,0
1628,21.0
1629,0
95,0
1633,0
98,0
611,18.0
1638,0
17,4.0
1128,0
620,0
1646,0
627,0
1143,12.0
1657,5.0
124,0
1151,82.5
448,81.0
138,0
1685,2.0
150,2.0
1177,0
154,0
879,0
670,0
1188,18.0
169,58.0
173,0
176,2150.0
180,0
181,0
186,0
1739,3.0
197,0
711,0
202,0
715,0
716,0
719,0
1232,0.0
1234,0
214,0
216,0
218,0
1243,0
223,46.0
1764,0
1257,0
1258,0
236,1235.0
238,0
751,104.0
1782,0
248,0
1790,0
1791,0
1594,0
1284,0
1289,0
267,0
1292,0
269,0
784,0
785,0
279,0
1308,0.0
800,7.0
1584,0
291,58.0
292,0
296,0
303,0
304,0
305,0
312,759.0
316,0
317,944.0
319,0
833,177.0
323,0
324,0
840,0
329,0
330,0
845,0
334,0
340,0
341,0
854,0
1370,4.0
347,0
1597,0
354,0
357,0
360,0
60,0
362,0
1387,0
367,0
883,0
378,0
379,0
383,0
1422,4.5
919,0
1010,18.0
430,25.5
944,0
1464,0
960,0
1473,0
459,0
479,0
993,0
1004,0
497,0
1522,0
1011,0
869,0
1529,0
1532,0
853,0
