video_current_time,pause_time
0,0
68,0
4,0
517,0
8,0
524,0
17,0
259,3.0
532,0
22,0
537,13981.25
26,8.0
27,0
28,0
544,0
34,0
36,0
549,0
550,246.25
551,1675.0
40,0
291,0
42,0
43,502.0
556,0
47,0
48,0
562,0
53,4.0
55,0
568,0
57,40.0
59,0
62,0
577,187.5
580,0
69,1.0
70,1.0
74,0
75,0
565,3.75
592,0
595,0
597,0
599,0
90,0
91,0
93,0
608,0
612,0
103,0
617,1.25
107,28499.0
621,0.0
110,0
117,0
632,0
633,0
124,0
125,0
642,0
619,2.5
132,0
133,0
649,0
145,0
149,0
150,0
668,0
157,0
163,0
165,0
683,10.0
174,132.0
688,0
695,255.0
194,0
203,3.0
209,1.0
211,0
218,0
229,0
230,0
745,10.0
236,0
247,0
764,0
258,0
771,0
260,0
774,0
263,0
266,0
274,0
275,0
276,0
792,0
793,0
283,0
285,0
801,0
803,0
804,0
809,0
300,0
302,391.5
304,0
820,10.5
822,0
316,21.0
831,0
327,0
795,0
843,0
339,0
233,0
860,0
350,0
355,0
872,0
873,0
367,0
368,0
369,0
371,0
372,0
373,0
375,0
377,0
379,0
380,0
381,33.0
383,304.5
384,1.5
385,10.0
386,0
389,593.75
390,0
393,0
398,8.75
409,0
410,0
418,0
424,0
433,0
449,0
458,0
262,9.0
472,352.5
477,0
252,0
493,0
