video_current_time,pause_time
0,0
1,0
8,0
1112,751.25
541,0
31,45.0
35,0
554,0
555,0
1068,0
1069,0
47,16.5
1329,0
52,7.5
568,0
59,18.0
573,0
1087,0
65,0
67,0
586,0
1354,0
79,0
1470,24.0
85,0
86,70.0
88,0
90,0
603,0
897,0
97,0
1468,0
360,0
117,0
119,2480.0
122,750.0
123,0
130,0
644,0
649,1.0
650,0
651,0
652,0
653,0
143,178.75
145,0
1177,0
1178,0
673,5.0
674,0
1190,226.0
680,0
682,0
1053,0
371,0
1204,127.0
699,198.0
703,0
706,0
205,0
1232,0
721,1.25
1240,0
731,0.0
732,0
733,0
1247,0
736,3141.0
1255,0
997,0
1258,0
1259,0
748,0
978,0
1269,0
895,21.25
253,0
1278,0
1280,0
258,0
259,0
263,0
1288,0
268,0
898,908.75
782,0
783,0
728,6.25
1300,0
277,0
284,0
285,0
1313,0
1315,0
292,0
295,13.75
807,0
297,0
817,0
1331,0
822,0
312,0
827,1.25
831,0
832,0
836,0
837,496.25
1350,0
842,0
844,0
1360,0
345,0
351,0
1378,6.0
1083,0
1383,0
1384,0
363,0
365,1.25
1391,25.5
368,0.0
370,31.25
1395,0
374,0
575,0
381,7043.75
382,2.0
383,0
1409,0
386,0
387,8.0
901,714.0
904,18.75
1417,0
907,0
1422,0
1424,0
1343,0
403,58.0
1432,0
412,0
417,39.0
1443,0
420,0
326,10.0
422,261.0
423,487.5
424,0
938,0
940,0
435,0
1460,0
956,0
1469,0
958,0
1471,6.0
960,0
1473,10.5
1474,0
454,88.75
968,0
1482,0
1484,0
1490,0
985,152.5
987,0
1500,0
480,114.0
996,79.0
678,0
1510,0
1514,0
1517,0
579,0
1019,0
