video_current_time,pause_time
0,5589.0
129,0
259,0
278,0
390,0
135,0
10,0
396,8.0
469,1.0
239,0
24,0
402,5.0
147,0
150,0
280,0
299,0
283,2.0
284,0
285,4.0
415,2.0
288,0
289,0
347,0
292,0
37,0
294,10.0
39,92.0
426,36.0
71,0
300,0
173,0
175,0
304,0
177,41.0
50,0
179,0
181,0
182,0
475,16.0
313,0
315,0
190,0
160,0
322,0
199,0
328,0
331,0
204,0
205,2.0
78,0
333,0
208,0
337,0
338,0
211,1.0
212,0
85,0.0
472,2.0
335,7.0
348,0
351,0
481,0
327,0
355,26.0
391,46.0
229,3.0
230,0
97,0
80,5.0
361,0
231,0
238,0
367,0
369,0
115,0
464,0
245,0
376,0
379,0
252,0
127,2.0
