video_current_time,pause_time
0,0
768,2.5
1411,0
262,0
1345,2.5
777,0
909,0
786,0
916,0
1305,0
924,0
926,0
1312,0
932,0
134,1.5
425,5.0
426,0
1324,0
431,1.5
1328,0
817,0
947,0
52,0
565,445.0
438,0
863,0
190,1.5
191,1.5
1344,3.75
833,23.75
1346,2.5
1347,0.0
1349,0.0
70,0
1351,10.0
1399,0.0
994,2.5
1350,3.75
888,0
87,0
1368,1.25
996,3.75
348,0.0
421,4.5
354,0.0
356,1.5
1397,21.25
364,3.0
1005,2.5
1405,1.25
372,12.0
1342,0.0
246,3.0
503,1.25
248,0
1300,21.25
1402,2.5
253,124.5
894,0
