video_current_time,pause_time
0,0
256,0
386,0
131,0
261,0
391,0
136,0
266,0
396,0
141,0
15,0
401,0
146,0
276,0
22,0
151,0
281,0
26,0
411,0
156,0
286,0
31,0
416,0
161,0
291,0
36,0
421,0
406,0
296,0
41,0
426,0
173,0
46,0
431,0
177,0
306,0
51,0
436,0
181,0
319,0
311,0
56,0
186,0
316,0
61,0
446,0
191,0
66,0
451,0
196,0
71,0
456,0
201,0
375,0
76,0
461,0
206,0
271,0
466,0
211,0
84,0
301,0
87,0
216,0
91,0
221,0
442,0
97,0
226,0
101,0
231,0
106,0
236,0
111,0
241,0
116,0
382,0
246,0
169,0
121,0
251,0
362,1090.0
126,0
