video_current_time,pause_time
0,0
513,0
10,65.0
27,1.0
34,102.0
35,159.0
1064,3.0
41,216.0
1066,0
51,0
54,0
570,0
77,58.0
80,0
86,120.0
600,0
1113,0
602,41.0
93,0
606,249.0
609,0
610,0
614,0
106,0
108,0
111,0
1138,0
1142,110.0
122,0
1148,0
1150,0
129,0
1155,0
137,0
650,26.0
654,0
1174,0
158,0
160,0
675,0
169,0
176,0
1201,0
1203,0
1208,52.0
698,0
1213,0
195,1.0
199,0
205,0
208,0
729,0
672,0
739,0
233,0
769,0
773,0
780,0
781,0
270,0
795,0
803,13.0
804,10.0
810,0
811,0
814,0
826,0
829,0
840,0
856,0
352,0
874,0
875,0
892,0
492,0
931,0
946,0
444,2.0
959,0
449,104.0
963,0
966,0
462,0
471,0
487,0
1004,0
502,0
