video_current_time,pause_time
0,0
1,0
519,0
522,0
523,0
526,0
20,0
538,0
688,0
36,0
552,0
554,1.0
558,0
48,0
50,0
65,0
69,0
73,0
587,0
591,0
592,0
92,0
606,0
98,0
100,0
104,0
107,0
108,0
111,0
113,0
627,0
629,0
630,0
131,0
133,0
134,0
648,0
620,0
138,0
140,0
141,0
143,0
150,0
670,0
161,0
162,0
675,0
164,0
684,0
176,0
179,0
286,0
185,0
699,0
192,0
710,0
205,0
211,0
217,0
218,0
740,0
234,0
241,0
765,0
255,0
267,0
270,0
277,50.0
278,0
279,0
798,0
289,0
301,0
650,0
830,0
321,0
327,0
330,0
338,0
349,0
866,0
359,0
873,0
378,0
386,0
395,0
406,0
414,0
422,0
442,0
449,0
75,0
673,0
464,0
476,0
487,0
