video_current_time,pause_time
0,0
1026,95.0
520,116.0
1035,0
1036,0.0
1038,0.0
16,7.0
1042,23.0
21,27.0
1049,11.0
543,80.0
34,0
36,2.0
38,1.0
40,1.0
553,3.0
42,0
43,32.0
557,1.0
1070,71.0
1073,24.0
1086,1.0
580,0
1104,39.0
1107,8.0
1115,49.0
1116,4.0
608,0.0
1122,15.0
1123,2.0
104,75.0
1129,52.0
1132,11.0
111,2.0
112,8.0
113,49.0
1138,16.0
117,2.0
632,1.0
121,1.0
634,1.0
131,0
1169,4.0
663,8.0
666,0
671,0.0
677,0.0
625,1.0
398,0
696,4.0
1213,1.0
703,4.0
193,65.0
709,0
716,44.0
1228,0
1058,0
721,103.0
212,18.0
1486,1.0
1060,1.0
730,20.0
226,0
550,14.0
1259,0
753,0
1273,90.0
1289,0
1293,6.0
1295,18.0
1296,0
1298,0
1300,3.0
1304,11.0
793,0
794,35.0
795,5.0
800,13.0
810,0.0
813,3.0
317,0
835,0
837,0
846,86.0
848,0
849,1.0
338,13.0
339,32.0
341,9.0
855,12.0
344,0
347,2.0
860,0.0
350,0
352,4.0
866,0
355,0
359,4.0
873,12.0
369,16.0
381,0
1407,0
386,1.0
1411,2.0
1412,0
390,5.0
903,0
1416,0
394,1.0
1419,86.0
1422,10.0
911,0
401,37.0
402,68.0
405,2.0
406,0
408,4.0
409,0
1178,1.0
415,0
933,0
436,0
951,21.0
954,20.0
1183,0
959,16.0
963,52.0
462,0.0
463,5.0
980,50.0
983,2.0
479,1.0
1506,1.0
483,0
998,53.0
1005,5.0
1518,1.0
1011,25.0
1012,4.0
1013,99.0
1528,0
1018,0
