video_current_time,pause_time
0,0
385,2.0
130,32.0
133,1.0
134,31.0
7,780.0
648,0
393,48.0
394,0
523,4.0
140,0
386,3.0
142,15.0
143,0
656,11.0
145,1.0
146,1.0
149,5.0
150,1.0
665,11.0
409,38.0
154,1.0
539,25.0
28,8.0
157,199.0
33,5.0
674,0
35,30.0
36,8.0
39,2.0
552,25.0
41,26.0
170,3.0
176,3.0
172,6.0
45,2.0
46,1.0
605,7.0
87,5.0
368,0
178,1217.0
184,1.0
442,4.0
650,0.0
318,12.0
651,1.0
667,1.0
709,3.0
71,312.0
713,19.0
716,4.0
205,0.0
718,2.0
653,0.0
208,3.0
163,322.0
213,25.0
86,6.0
505,101.0
88,0
90,11.0
719,0
604,11.0
349,10.0
94,5.0
702,5.0
96,0
668,20.0
507,4.0
104,55.0
289,4.0
622,0
701,13.0
624,0
99,103.0
372,16.0
545,2.0
374,27.0
377,5.0
506,1.0
123,1.0
509,23.0
382,7.0
661,0
