video_current_time,pause_time
0,0
346,4.0
1059,0.0
1069,11.0
1072,1.0
569,3.0
578,41.0
67,2.0
68,1.0
584,0
1097,3.0
1099,6.0
76,1.0
1103,7.0
1104,12.0
1106,0
99,10.0
1108,3.0
85,3.0
1110,3.0
1111,0
602,1.0
1115,72.0
92,7.0
97,3.0
610,62.0
1123,0
1127,0
106,4.0
103,11.0
1133,0
117,8.0
630,0
125,0.0
639,2.0
128,106.0
129,1.0
107,3.0
647,16.0
136,0
650,0
141,41.0
109,1.0
1194,0
687,10.0
708,448.0
197,78.0
199,50.0
716,1.0
720,21.0
728,2.0
729,1.0
730,1.0
731,25.0
224,6.0
740,1.0
741,0
637,14.0
127,23.0
252,1.0
253,1.0
259,2.0
264,1.0
266,2.0
268,1.0
781,1.0
270,1.0
274,1.0
276,4.0
278,114.0
800,50.0
803,69.0
294,1.0
301,7.0
302,35.0
307,2.0
311,2.0
321,2.0
836,17.0
326,0
839,0
329,9.0
330,2.0
333,60.0
335,1.0
849,5.0
338,4.0
344,5.0
858,12.0
347,1.0
348,79.0
352,1.0
353,0
881,1.0
883,8.0
372,0.0
383,1.0
780,1.25
935,1.0
939,14.0
433,4.0
594,1.0
440,11.0
955,9.0
505,6.0
994,0.0
493,206.0
84,0.0
