video_current_time,pause_time
0,0
386,28.0
388,0
390,0
392,46.0
9,11.0
268,0
269,7.0
15,2.0
273,0
379,0
277,0
462,1.0
283,0
393,5.0
162,1.0
292,16.0
293,4.0
295,20.0
169,40.0
370,1.0
172,33.0
301,1.0
302,19.0
181,2.0
54,8.0
55,0
312,2.0
57,7.0
58,5.0
59,2.0
316,16.0
317,8218.0
62,65.0
373,11.0
64,2.0
451,0
329,6.0
339,5.0
76,5.0
333,52.0
78,29.0
397,2.0
80,0
82,82.0
318,29.0
85,4.0
86,0
89,13.0
399,23.0
221,20.0
224,0
227,20.0
103,66.0
104,3.0
60,8.0
234,4.0
167,8.0
466,0
242,27.0
115,22.0
245,1.0
376,5.0
396,19.0
123,0
126,35.0
127,0
