video_current_time,pause_time
0,0
256,0
260,59.0
773,0
902,3.0
897,0
1324,1.0
908,17.0
1303,5.0
192,51.0
1294,7.0
15,212.0
1297,1.0
403,1.0
870,0
1175,1.0
1176,87.0
900,26.0
795,54.0
1391,15.0
1221,115.0
33,89.0
547,16.0
420,4.0
262,0
433,0
297,45.0
554,0
555,2.0
172,48.0
557,32.0
431,16.0
560,2.0
561,0
1408,0
1331,14.0
478,0
799,105.0
316,30.0
61,12.0
831,0
320,36.0
224,0
194,3.0
67,8.0
1142,0.0
181,15.0
396,0.0
205,0
268,0
1409,1.0
173,0
1490,0
211,8.0
1327,85.5
471,0
856,0
1395,0
474,1.0
271,0
257,1255.0
990,10.0
198,2.0
1376,16.5
1488,0
995,89.0
553,0
486,44.0
818,0
489,0
323,0
167,0
111,39.0
753,88.0
882,35.0
787,14.0
464,0
118,21.0
105,88.0
1146,90.0
895,0
1159,5.0
639,1.0
