video_current_time,pause_time
0,0
768,0
683,7.0
645,4.0
769,0
394,0
523,0
272,2.0
273,10527.0
402,0
280,5.0
537,24.0
687,1.0
159,45.0
624,0
167,47.0
71,16.0
429,16.0
558,16.0
559,1.0
177,51.0
50,26.0
564,0
53,71.0
442,15.0
64,11.0
69,1.0
327,40.0
712,9.0
78,25.0
338,15.0
595,2.0
690,20.0
561,1.0
87,37.0
730,0.0
731,2.0
94,2.0
656,0
536,255.0
743,0
664,1.0
39,0.0
620,60.0
434,50.0
240,27.0
625,2.0
562,37.0
757,0.0
759,39.0
504,63.0
249,2.0
250,78.0
509,34.0
