video_current_time,pause_time
0,0
640,0
619,0
1284,12.0
699,0
520,0
388,0
1035,0
397,0
654,0
301,1.5
528,0
771,0
20,0
431,0
537,52.0
1307,0
541,0
197,0
672,0
673,0
454,33.0
934,0
730,0
1064,0
43,0
556,0
1325,0
413,0
304,0
306,0
1011,0
567,0
441,0
187,0
828,7.0
957,0
63,34.0
458,0
578,0
267,697.5
708,0
1093,0
710,4.0
417,0
713,0
714,0
587,0
525,0
1144,0
978,0
83,0
139,0
398,0
726,9.0
377,354.0
484,0
602,0
754,0
471,0
737,0
1122,0
635,0
651,0
741,0
700,0
362,0
491,0
748,0
110,0
573,0
624,0
552,0
114,0
499,0
884,0
117,0
503,0
1528,0
633,0
447,0
253,0
511,0
