video_current_time,pause_time
0,0
641,0
1029,0
905,0
398,0
237,0
656,0
273,0
530,0
750,0
157,0
163,0
420,0
167,0
1066,0
305,0
50,0
699,0
1213,0
586,0
454,0
327,0
714,0
974,0
850,0
595,0
221,0
99,0
485,0
1106,0
494,358.0
443,0
1143,0
1144,0
505,0
1020,0
381,0
