video_current_time,pause_time
0,0
897,0
131,0
517,103.75
321,0
8,0
138,0
140,0
146,20.0
916,0
512,1.25
665,0
120,0
411,128.75
925,0
926,0
543,0
560,255.0
290,43.75
805,7.5
295,0
298,0
263,9.0
301,0
302,0.0
304,24.0
308,0
822,0
55,12.5
184,0
186,0
315,0
572,3.75
65,31.0
452,0
69,0
202,0
459,0
788,0
849,0
466,25.0
341,27.5
214,32.0
472,0
91,0
604,0
698,18.75
478,77.5
863,0
102,68.75
744,0
234,0
748,0
110,25.0
367,92.5
369,0
758,0
759,38.75
376,0
377,0
378,23.75
119,0
767,12.5
