video_current_time,pause_time
0,0
371,13.0
925,0
295,31.0
299,6.0
687,15.0
307,53.0
569,46.0
826,6.0
187,162.0
828,4.0
830,3.0
838,3.0
583,14.0
588,22.0
333,3.0
335,23.0
225,30.0
101,31.0
188,7.0
490,25.0
499,2.0
248,25.0
635,3.0
637,33.0
865,22.0
