video_current_time,pause_time
0,0
1283,105.0
260,33.75
5,0
6,551.25
392,11.25
44,11.25
1164,142.5
1474,2598.75
406,15.0
1303,285.0
1436,56.25
798,45.0
33,6.25
676,40.0
677,16.25
684,11.25
1378,0
349,308.75
1072,75.0
1160,12.5
9,606.25
1082,45.0
1211,35.0
1341,25.0
1214,131.25
834,23.75
1347,0.0
1349,70.0
1096,1241.25
1036,17.5
1481,0
738,5.0
724,50.0
982,127.5
1371,1.25
733,185.0
990,451.25
607,12.5
1377,16.25
482,38.75
1379,0
1508,5.0
1125,281.25
1382,35.0
1511,650.0
104,25.0
826,2475.0
1388,55.0
1512,3.75
119,75.0
1528,0
1236,0
