video_current_time,pause_time
0,0
425,0
163,7.0
230,0
236,0
106,40.0
140,144.0
397,23.0
144,82.0
241,131.0
243,123.0
170,0
182,43.0
151,6.0
244,0
125,48.0
286,57.0
191,0
