video_current_time,pause_time
0,0
385,10.0
652,0
515,0
134,0
391,0
215,0
396,0
435,0
272,0
401,0
530,0
532,0
149,44.0
407,0
665,0
640,0
155,31.0
413,0
286,0
546,0
411,0
454,0
369,0
680,0
686,327.0
559,79.0
547,0
178,12.0
307,2.0
513,0
181,0
183,0
312,10.0
313,0
168,0
61,0
64,2.0
195,0
709,0
198,0
633,0
585,0
203,0
290,0
141,0
336,0
440,0
335,0
291,0
84,34.0
469,0
342,0
343,0
346,0
475,0
315,0
656,0
355,0
614,0
103,0.0
104,0
489,0
362,0
146,0
625,0
628,0
373,0
246,0
504,0
404,0
506,0
558,0
276,0
597,0
