video_current_time,pause_time
0,0
225,28.0
322,474.0
163,40.0
772,246.0
38,140.0
769,11.0
1166,0
298,38.0
1005,50.0
910,64.0
440,48.0
803,41.0
757,472.0
534,67.0
24,117.0
825,43.0
826,2.0
859,36.0
1034,16.0
