video_current_time,pause_time
0,0
513,50.0
130,304.0
643,183.0
902,153.0
128,88.0
141,423.0
857,43.0
527,20.0
1296,153.0
280,94.0
1427,8085.0
560,0
430,0.0
278,292.0
23,196.0
536,35.0
943,0
1308,288.0
1369,3.0
289,122.0
420,55.0
46,121.0
1373,99.0
176,178.0
1457,158.0
52,241.0
1461,251.0
311,6.0
57,22.0
58,42.0
830,5.0
629,225.0
576,94.0
321,25.0
710,92.0
545,0
329,111.0
1482,280.0
1357,71.0
109,14.0
208,1673.0
1108,51.0
89,0
655,12.0
348,96.0
605,105.0
734,1.0
992,25.0
354,12.0
484,115.0
358,0
745,172.0
874,11.0
387,61.0
1517,0
753,11.0
19,1352.0
190,9.0
1210,21.0
1273,18.0
127,191.0
