video_current_time,pause_time
0,0
641,0
258,0
387,0
389,0.0
390,9.0
129,0
393,12.0
407,0
109,0
13,0
398,6.0
399,0
401,24.0
18,1.0
403,7.0
404,4.0
405,0
173,0
279,0
280,0
26,20.0
412,0
154,0
414,69.0
31,0
672,3.0
420,13.0
679,34.0
28,0
42,10.0
171,0
428,5.0
45,4.0
125,0
688,0
689,0
51,0.0
148,0
53,0
183,0
56,0
58,4.0
223,0
377,0
573,30.0
62,4.0
63,10.0
65,13.0
5,0
139,0
198,9.0
256,0
73,0
331,0
204,17.0
79,17.0
184,0
75,328.75
274,0
214,0
215,40.0
100,0
493,0
255,0
350,9.0
351,0
61,31.0
355,0
228,128.0
357,0
358,0
105,13.0
235,0
365,0
238,3.0
367,0
112,0
233,2.5
248,0
249,165.0
127,0
426,0
254,0
21,0
