video_current_time,pause_time
0,0
641,0
1259,121.0
1317,0
577,4.0
1166,0
906,14.0
526,12.0
658,8.0
579,1.0
1300,14.0
1134,0
768,51.0
793,15.0
30,0
671,2.0
1173,155.0
675,8.0
838,1.0
1290,0
45,0
692,294.0
585,15.0
1080,0
954,8.0
571,31.0
189,1.0
446,24.0
449,5.0
834,28.0
67,6.0
927,10.0
582,6.0
583,13.0
329,25.0
588,0
78,2.0
720,17.0
725,5.0
1113,10.0
602,54.0
1116,0
734,2.0
933,1.0
864,7.0
1104,0
955,6.0
1126,0
742,2.0
103,355.0
872,6.0
617,25.0
1130,0
1255,6.0
620,0
1133,1.0
878,11.0
751,7.0
881,30.0
755,3.0
1143,3.0
634,13.0
509,1.0
639,0
