video_current_time,pause_time
0,0
900,86.0
394,0
1232,0
270,12.0
785,10.0
1586,18.0
1047,47.0
1062,0
1052,1.0
160,0
1441,14.0
802,32.0
859,27.0
678,67.0
167,34.0
169,18.0
1223,100.0
1214,0
302,21.0
1073,0
178,10.0
1076,92.0
437,134.0
1206,0
311,0
442,316.0
955,12.0
190,0
885,59.0
324,2.0
1186,32.0
1095,41.0
840,62.0
1533,60.0
330,0
459,476.0
1228,0
1058,0
976,9.0
593,166.0
595,31.0
1038,20.0
602,0
475,15.0
348,0
479,186.0
97,0
482,738.0
358,16.0
230,0
104,0
105,0
234,0
235,0
365,0
878,58.0
495,18.0
112,0
1619,27.0
702,0
1142,70.0
119,0
891,0
746,36.0
1791,27.0
