video_current_time,pause_time
0,0
514,0
648,0
1035,0
525,0.0
526,0
529,36.0
1050,0
1057,0
547,0
1063,0
40,308.0
42,0
555,0
556,0
1070,0
52,0
1077,0
1083,0
572,0
64,0
70,0
1107,0
596,0
1111,0
600,22.0
602,0
93,0
606,0
1122,0
1123,0
612,109.0
616,0
105,0
626,0
1141,29.0
1129,0
123,0
1150,0
132,0
1160,0
649,0
1166,0
145,0
661,0
1174,0
1175,0
1179,0
1192,0
169,0
171,0
432,0
1204,0
186,0
200,0
714,0
715,0
1233,0
1234,0
724,0
215,0
1242,0
221,0
1246,0
225,0
1252,16.0
743,0
1257,7.0
235,11.0
893,435.0
247,0
772,0
1285,0
266,0
1291,0
813,0
791,0
283,0
1312,0
290,0
301,0
1328,0
1329,0
306,0
826,0
315,0
838,0
842,0
1356,9.0
341,0
861,0
1387,0
1388,0
1389,0
369,0
376,0
381,0
382,0
896,0
576,17.0
898,0
901,0
902,30.0
400,0
922,0
239,0
415,0
944,0
950,0
958,0
959,0
962,0
454,0
455,0
482,0
995,0
485,0
1002,0
1517,0
1006,0
681,0
1022,0
511,0
