video_current_time,pause_time
0,0
1153,0
770,0
878,0
1124,0
804,0
524,0
653,0
239,0
784,0
1045,0
150,0
279,0
324,0
26,141.0
1199,0
412,0
669,0
1167,0
837,0
545,0
1051,0
36,8.0
37,0
1062,0
1073,0
909,0
43,3.0
993,0
942,0
431,0
1200,0
689,0
563,0
1076,0
1078,0
184,0
1204,0
698,1.0
956,0
1213,0
702,0
629,0
1059,0
68,3312.0
197,0
711,0
844,48.0
62,0
588,0
973,0
463,0
80,522.0
593,0
1100,0
595,0
469,0
471,0
856,0
89,0
495,0
1115,0
477,0
606,0
933,1.0
97,0
99,0
612,0
741,0
742,0
465,0
487,0
876,0
366,0
701,0
1138,0
244,0
318,0
118,0
1016,0
1014,0
764,0
341,0
