video_current_time,pause_time
0,0
320,37.5
642,52.5
542,16.5
385,18.0
656,7.5
20,1009.5
533,25.0
406,31.5
665,0
281,9.0
282,24.0
155,9.0
541,6.0
30,0
415,1270.0
288,4.5
161,109.5
538,4.5
675,77.5
164,24.0
293,25.5
555,6.0
425,91.25
453,1.5
455,6.0
684,22.5
430,81.0
560,12.5
50,52.5
181,82.5
438,13.5
446,33.0
832,5.0
194,364.5
69,39.0
801,10.0
202,33.0
203,0
844,0
206,0
83,12.0
462,33.75
88,79.5
349,37.5
100,0.0
742,11.25
359,9.0
234,2835.0
237,5122.5
239,24.0
244,6.0
762,1.25
508,36.0
789,3.75
