video_current_time,pause_time
0,0
641,34.5
473,13.5
900,0
133,10.5
262,24.0
135,0.0
1288,0
265,3.0
139,31.5
398,19.5
143,4.5
786,0
195,13.5
532,4.5
789,7.5
23,0
1177,0
1049,0
413,6.0
1093,0
1442,0
420,88.5
710,10.5
172,0
813,15.0
434,0.0
758,3.0
1210,15.0
1311,0
60,3.0
458,0
702,3.0
1216,112.5
577,0
1346,0
395,4.5
453,447.0
1478,46.5
970,16.5
459,37.5
973,13.5
975,156.0
1233,0
594,1.5
979,0
1236,4.0
341,57.0
470,16.5
343,48.0
600,0
1444,0
986,243.0
1372,0
576,3.0
735,4.5
865,0
1378,6.0
995,162.0
1508,0
613,1.5
593,19.5
610,0
747,0
1516,0
1261,3.0
1135,0
753,129.0
531,7.5
244,0
630,0
760,63.0
468,0
120,7.5
