video_current_time,pause_time
0,0
2,14.0
8,13.0
1559,15.0
29,0
31,0
1056,0
38,0
1075,0
1079,1.5
57,6.0
61,1.0
70,0
77,28.0
1614,6.0
1109,53.0
1622,3.0
1112,24.0
1114,24.0
1117,4.0
1125,18.0
96,84.0
1637,15.0
1643,0
1133,0
1647,0
123,30.0
1663,312.0
1665,14.0
1667,6.0
137,0
1679,13.0
1168,0
146,28.0
1172,296.0
149,5.0
1177,4.0
154,10.5
111,6.0
160,9.0
1700,1.0
1705,10.5
171,14.0
174,1783.5
1200,26.0
1727,26.0
192,0
194,0
1223,0
202,0
1746,7.0
1750,0
1757,0
238,22.5
1263,0
1285,3.0
1294,14.0
1812,3.0
1308,1.0
802,293.0
1318,10.5
1837,0
819,3.0
1844,3.0
1845,0
1335,3.0
318,9.0
320,21.0
1385,7.0
1170,0
878,0
881,3.0
1396,12.0
1344,9.0
1424,9.0
1437,26.0
1443,12.0
934,57.0
424,12.0
946,3.0
444,0
981,0
984,18.0
478,4.5
996,9.0
1621,4.5
