video_current_time,pause_time
0,0
1,0
683,0
1028,0
517,0
6,0
7,0
8,47.0
1033,0
522,0
12,0
88,0
20,0
22,0
1047,0
537,0
27,0
30,0
544,0
548,0
518,0
1062,0
689,0
42,0
556,0
49,0
562,0
576,0
582,0
1615,0
1620,19.0
600,0
608,0
623,0
113,0
1650,0
627,0
1654,0
638,0
639,0
128,0
132,0
1669,0
134,0
1680,0
658,0
147,0
25,0
1688,0
154,0
1695,0
162,0
675,0
168,0
1706,0
171,0
1709,0
1710,0
176,0
177,0
1714,0
179,0
180,0
1718,0
183,0
1721,0
1722,0
187,0
1024,0
1729,0
195,0
199,0
202,0
203,0
210,0
1747,0
214,0
218,0
222,0
229,0
977,0
232,0
237,0
753,0
1778,0
1779,0
244,0
247,0
248,0
249,0
1663,0
252,0
765,0
1791,0
264,0
274,0
788,0
1670,0
299,0
840,0
855,0
345,0
347,0
355,0
360,0
372,0
373,0
402,0
409,0
419,0
1480,5.0
1009,0
424,0
947,0
437,0
447,0
968,0
459,0
972,0
1698,0
465,0
1785,0
986,0
987,0
477,0
990,0
994,0
998,0
488,0
1788,0
1006,0
497,0
1013,0
1020,0
