video_current_time,pause_time
0,0
641,0
4,0
260,0
513,85.0
648,0
300,0
650,0
215,0
14,0
144,0
657,0
660,0
277,0
345,0
408,0
665,0
667,0
288,0
318,0
27,0
293,0
297,0
172,0
321,0
688,0
264,0
209,0
183,0
351,0
574,0
576,0
65,0
322,0
582,0
74,0
208,0
593,0
338,0
339,18.0
598,0
599,454.0
600,0
601,0
602,27906.0
216,0
349,1.0
350,0
607,2.0
609,0
614,0
615,0
616,13.0
617,0
231,0
620,0
110,0
112,0
114,0
244,16.0
629,0
631,39.0
633,0
255,43.0
