video_current_time,pause_time
0,0
256,0.0
130,131.0
387,3.0
388,0
261,0
390,0
8,94.0
137,2.0
267,6.0
13,0
526,0
271,5.0
400,2.0
450,6.0
18,4.0
276,61.0
278,18.0
24,102.0
281,56.0
924,2.0
30,10.0
133,8.0
33,58.0
34,0
936,5.0
382,0
300,13.0
402,0
48,0
177,16.0
179,74.0
53,0
265,46.0
312,18.0
1012,0
319,5.0
322,0
68,0
325,3.0
72,90.0
73,11.0
439,3.0
78,85.0
336,128.0
209,0
469,0
471,29.0
217,0
346,43.0
475,0
221,12.0
96,4.0
99,0
484,0
232,6.0
108,0
274,14.0
1064,0
500,0
245,106.0
502,9.0
381,0
126,24.0
127,361.0
