video_current_time,pause_time
0,0
99,3.0
36,34.0
5,68.0
620,51.0
171,5456.0
11,21.0
44,0
15,14.0
272,30.0
18,2.0
21,33.0
182,0
183,0
121,0
186,0
187,0
188,0
861,0
37,4.0
