video_current_time,pause_time
0,0
385,27.0
1131,5.0
1030,1.0
961,7.0
521,54.0
919,0
140,8.0
14,20.0
1168,14.0
529,0
274,0
1043,8.0
404,43.75
21,0
407,22.0
1048,15.0
248,0
798,136.0
673,27.0
1158,4.0
1116,7.0
682,17.0
1415,467.0
812,129.0
1069,2.0
1280,34.0
1327,158.0
49,5.0
1332,124.0
926,38.0
202,0
441,0
314,0
444,42.0
61,44.0
831,87.0
1472,0
65,4.0
195,22.0
1008,54.0
437,0
714,101.0
1101,0
1360,120.0
1105,0.0
979,1.0
1098,0
86,54.0
471,62.0
1242,3.0
988,6.0
1077,43.0
94,8.0
477,0
358,0
104,28.0
1212,13.0
875,48.0
1133,2.0
368,23.0
1266,18.0
115,14.0
1142,45.0
1193,186.0
1528,0
378,0
1275,1.0
126,0
