video_current_time,pause_time
0,0
328,0
771,0
1028,0
262,0
405,0
394,33.0
395,366.0
396,0
526,2.0
527,0
403,0
1045,0
790,899.0
151,0
388,0
154,0
943,15.0
1180,0
29,0
31,0
674,0
165,0
1194,74959.0
299,0
300,0
941,0.0
687,0
1200,0
305,0
438,0
73,0
1208,0
1209,0
442,10.0
415,0
447,0
448,0
194,1.0
1091,13.0
196,0
1093,152.0
327,0.0
200,0
329,314.0
1143,0
333,0
1230,0
461,1.0
337,0.0
338,0
852,13.0
1047,0
1497,0
1030,0
1082,0
1119,0
98,0
315,0
486,0
465,0
1132,0
1135,0
1197,131.0
371,0
1527,0
1528,0
1095,0
1279,0
1276,6560.0
125,0
254,0
255,0
