video_current_time,pause_time
0,0
129,22.5
648,55.0
12,33.75
925,0
926,0
557,0
413,147.5
50,0
51,0
187,73.75
190,10.0
67,36.25
200,12.5
202,0
866,280.0
207,1.25
208,0
84,0
98,998.75
488,115.0
235,12.5
509,88.75
