video_current_time,pause_time
0,0
1537,0
7,0
1548,0
15,0
1552,0
18,0
533,0
1046,0
1569,0
1570,0
548,262.0
49,0
51,0
565,0
1591,0
62,0
1087,0
1601,0
1603,0
582,0
595,0
1623,0
1624,0
601,91.5
1039,24.0
94,0
1119,0
1120,0
616,0
642,0
141,118.0
658,0
151,0
1183,0
171,0
172,530.0
690,0
1212,276.0
712,0
1230,0
211,0
247,0
1275,0
774,0
1294,0
276,0
801,2.0
804,0
294,0
296,0
816,0
1334,0
824,0
1344,0
1079,172.0
344,0
866,0
1380,0
1390,0
373,0
887,0
1412,0
397,0
925,0
928,0
1447,0
427,0
1453,0
436,0
1466,0
965,0
966,0
969,148.0
1486,0
1487,0
978,0
980,0
983,0
1496,0
476,0
989,0
1503,120.0
483,0
1005,0
1009,0
1011,0
1529,202.0
1533,0
1534,0
