video_current_time,pause_time
0,0
831,0
1666,0
644,0
598,0
341,0
1031,96.25
265,0
266,0
141,0
782,0
399,0
1553,0
1428,85.0
918,0
670,0
536,175.0
1265,0
411,0
284,0
158,0
163,0
467,0
1703,0
681,0
682,0
7,0
684,2.5
430,0
559,0
206,0
1566,0
182,3.75
137,0
428,0
701,0
702,0
319,0
320,15.0
321,0
834,0
1734,56.25
1761,0
201,0
1484,0
78,0
369,0
592,0
211,0
1620,0
213,0
1422,0
889,0
216,0
860,0
605,0
1760,0
224,0
766,0
738,0
613,0
1638,13.75
340,0
764,0
618,32.5
1515,0
509,0
881,0
362,0
1651,28.75
464,0
254,28.75
297,0
249,11.25
250,0
507,28.75
1020,0
253,0
1790,0
383,0
