video_current_time,pause_time
0,0
512,0
1074,11.25
5,8.0
777,3677.0
1039,18.75
786,0
787,0
788,0
789,0
1179,7.5
32,6.0
1057,1.25
36,1.0
1203,11.25
806,0
45,273.0
558,0
824,0
1073,102.5
818,0
51,10.0
565,0
54,6.0
183,30.0
56,29.0
828,2.5
1213,0
1024,63.75
449,56.25
1090,7.5
836,8.75
1079,3.75
716,214.0
593,1.0
995,102.5
214,351.0
1113,13.75
605,3.0
478,0.0
611,3.0
612,1.0
870,8.75
614,11.0
615,0
494,0
1137,5.0
114,7.5
758,1.0
760,70.5
1145,25.0
1146,2.5
507,10.0
