video_current_time,pause_time
0,0
257,20.0
258,4.0
1027,1.5
261,0
9,13091.0
523,15.0
955,0
142,0
785,18.0
21,0
1560,0
1525,12.0
667,48.0
796,0
806,0
168,0
1450,4.0
1452,0
1522,20.0
686,0
712,7.5
1458,0
734,0
952,12.0
57,8.0
58,9.0
443,7.0
188,13.0
53,0
1214,7.5
1215,0.0
832,19.5
1217,6.25
2,0
195,0
1604,0
965,0
1505,0
72,23.0
1482,0
501,0
716,7.5
1357,16.5
336,12.0
593,12.0
979,21.0
981,0
728,9.0
729,4.5
222,0
1247,0.0
1249,22.5
995,0
868,0
357,4.0
828,1.5
618,76.5
1003,108.0
365,2.0
496,0
1448,40.0
1010,0
984,3.0
1141,6.0
630,57.0
609,0
633,3.0
762,0
1275,3.0
254,3.0
