video_current_time,pause_time
0,0
1410,0
776,0
1538,0
910,0
1133,0
912,0
402,0
531,0
1432,0
708,0
623,0
156,0
1310,0
927,0
35,57.0
1957,0
241,0
1960,0
809,0
1138,0
303,0
1072,0
49,0
1566,0
1078,0
1524,0
570,2240.0
1853,0
1598,0
575,0
961,0
323,0
667,0
200,0
73,0
1608,0
1355,0
78,0
1359,0
976,0
1213,0
1490,0
1187,0
1620,0
470,0
855,0
88,24.0
349,563.0
1061,0
848,0
1125,0
615,0
1258,0
107,0
890,0
239,486.0
1137,0
114,0
244,0
757,0
378,0
997,0
1149,0
766,0
1023,0
