video_current_time,pause_time
0,0
1,0
1154,0
3,0
1413,0
903,0
1032,0
1111,30.0
1037,0
1295,0
785,0
131,0
1302,0
316,0
179,604.0
1200,0
278,107.0
1499,0
292,0
1350,2.0
1063,0
553,0
939,0
684,0
1325,0
1198,0
48,0
49,0
1331,0
52,0
949,0
607,0
45,10.0
1337,0
1082,0
699,0
572,0
189,477.0
1174,0
995,0
1344,0
245,0
965,0
1094,0
1352,1.0
1357,14.0
1358,0
591,0
1360,14.0
1105,0
1363,7.0
1365,44.0
1366,0
1367,16.0
966,0
1252,0
1423,0
93,0
1239,0
471,0
1120,0
1488,0
994,0
1379,131.0
228,0
1361,0
1257,0
1392,0
1137,0
1394,0
787,0
911,0
1014,0
169,0
248,0
1404,0
264,0
981,0
