video_current_time,pause_time
0,0
257,27.0
3,0
260,1.0
389,14.0
646,0
1324,4.0
23,0
1036,0
909,7.0
401,174.0
1172,23.0
661,1.0
1303,67.0
25,0
1435,36.0
28,0
261,0
1057,0
163,2.0
1444,2.0
1439,39.0
1193,3.0
170,0
300,110.0
1197,16.5
816,160.0
433,51.0
1330,6.0
1206,3.0
1207,2.0
202,0
57,0
442,123.0
1211,5.0
189,0
1472,48.0
322,11.0
1475,39.0
710,36674.0
1481,5.0
842,7.0
1335,4.0
1230,0
92,0
1016,0
419,22.0
724,0
834,1.0
1244,4.0
1512,0
1131,0
1517,0
751,70.0
372,49.0
1321,3.0
120,0
1017,0
893,30.0
1022,22.0
