video_current_time,pause_time
0,0
1025,0
522,10.5
15,0.0
533,139.5
1050,0
539,0
541,132.0
1571,0
1062,0
1586,0
1078,0
1519,0
571,0
574,0
578,0
1608,0
585,0.0
588,0
77,0
1102,0
1619,0
602,0
603,0
1628,28.5
1120,0
616,40.5
1641,0
1134,67.5
1137,0
1138,0
1654,354.0
631,100.0
120,0
121,0
1147,0
636,0
1149,1.5
126,0
1151,6.0
1154,0
1155,0
1157,0
1672,0
137,0
1680,0
146,0
622,8.0
663,0
1688,0
1177,0
155,0
156,0
159,0
1701,97.5
1193,0
171,0
684,0
1712,224.0
1202,0
883,0
191,0
707,0
1220,0
199,0
201,0
1738,48.0
211,0
726,0
1657,0
217,0
1242,0
734,16.5
227,0
741,106.0
232,0
233,18.0
235,0
749,84.0
1661,0
1266,0
245,0
1782,15.0
760,7.5
1789,0
256,38.0
263,0
776,15.0
1290,0
785,0
294,0
811,0
812,6.0
1329,0
313,0
323,16.5
1590,0
1352,0
333,0
850,0
1363,0
825,0
866,0
1393,0
371,0
1173,0
898,0
1415,0
66,0
398,0
916,0
410,0
1007,0.0
1436,0
928,0
1446,0
938,0
437,0
951,0
1469,0
448,0
449,36.0
1479,0
464,0
1489,0
475,0
478,0
677,0
1506,0
997,10.0
491,0
495,0
1602,0
502,0
1529,0
1018,100.0
509,21.0
