video_current_time,pause_time
0,0
257,22.0
259,24.0
260,0.0
261,3.0
390,114.0
391,0.0
396,1.0
399,698.0
400,920.0
17,1.0
235,2.0
280,77.0
478,2.0
411,18.0
284,1.0
286,3.0
389,95.0
292,0
294,0
295,84.0
424,5.0
41,144.0
299,2.0
44,1.0
370,1.0
46,0.0
431,4.0
49,0
50,120.0
435,25.0
415,5.0
350,2.0
442,206.0
287,150.0
60,14835.0
317,1.0
319,41.0
450,0
457,337.0
330,1.0
331,1.0
77,2.0
80,2426.0
82,12.0
211,61.0
84,390.0
214,4.0
343,5.0
472,0.0
89,175.0
92,160.0
94,0.0
263,1459.0
481,0
227,8.0
102,1089.0
444,0
39,76.0
110,97.0
242,2.0
372,2.0
246,1.0
297,2.0
248,0
377,1.0
251,13.0
254,1.0
425,4.0
