video_current_time,pause_time
0,0
3,0
389,355.0
518,33.0
775,18784.0
649,104.0
395,9.0
397,0
1428,5424.0
409,36.0
35,0
807,0
424,0
1455,0
433,1259.0
862,7.0
438,0
905,5.0
441,91.0
957,22.0
318,8.0
447,13.0
1291,3918.0
836,589.0
197,56.0
454,0
865,318.0
1481,931.0
972,4.0
335,0
419,35.0
852,0
727,16.0
728,0
348,0
734,0
735,0
736,0
353,0
1508,8.0
870,0
871,0
124,0
1517,0
1270,243.0
376,0
891,0
380,5.0
