video_current_time,pause_time
0,0
1,28.0
132,1.0
262,0
522,8.0
1037,5.0
142,0
1039,1.0
16,1.0
1002,1.0
147,0.0
149,0
22,6.0
24,0
282,7.0
1180,1.0
542,162.0
1697,0
1698,68.0
423,0
804,2.0
933,0
678,5.0
1703,40.0
680,0
348,0
740,0
427,0
812,1.0
1224,2.0
691,1.0
52,5.0
1462,8.0
1719,1.0
1332,66.0
607,28.0
1723,1.0
1674,0.0
190,11.0
360,0
578,2.0
67,69.0
1718,0
609,0
456,6.0
329,2.0
336,5.0
1107,2.0
212,0
1749,1.0
450,27.0
343,0
89,2.0
49,0
143,0
1628,58.0
1736,1.0
991,0
400,94.0
994,2.0
484,0
997,1.0
358,0
1000,9.0
252,2.0
618,3.0
1771,1.0
1004,9.0
495,0
624,3.0
616,0
339,0
1013,12.0
1048,3.0
247,2.0
1144,2.0
340,15.0
122,1.0
508,8.0
253,4.0
1790,0
1125,1.0
