video_current_time,pause_time
0,0
258,0
259,0
17,0
262,0
1641,0
264,102.0
386,0
1552,0
216,0.0
275,0
1684,0
537,0
1177,0
27,0
525,19.0
1531,0
1346,0
671,34.0
33,0
1659,0
677,0
168,0
939,0
456,0
1207,0
57,0
1468,0
64,0
833,0
194,0
66,0
1479,0
584,0
74,0
203,0
1740,0
463,0
1104,0
1105,0
82,0
35,0
212,0
85,0
1746,0
345,0
1359,0
1756,0
37,0
1445,0
1632,87180.0
123,0
1745,0
1001,18.0
234,70.0
236,0
1618,0
1519,0
25,0
1142,0
1257,0
120,0
84,0
1274,0
1403,0
