video_current_time,pause_time
0,0
1025,903.0
3,0
518,0
1,0
524,0
532,0
28,0
29,0
542,0
41,0
557,0
561,0
50,0
948,201.0
583,0
584,0
585,52.0
1100,0
1122,1.0
1105,0
89,0
90,0
603,0
604,0
96,0
98,0
1126,0
615,0
1214,0
1141,0
1044,0
639,0
132,8.0
1157,0
136,0
1163,0
140,28.0
142,0
659,0
151,0
664,0
708,0
670,0
672,0
674,6.0
167,0
682,0
1197,0
797,0
695,0
186,0
702,0
704,0
196,0
714,0
716,0
717,0
213,368.0
728,0
228,0
229,1.0
234,0
242,12.0
1269,0
1270,0
1065,0
776,0
783,17.0
791,18.0
794,0
285,0
291,0
1318,0
299,0
309,30.0
1336,0
1343,0
1344,0
325,0
845,0
352,0
363,0
1388,0
369,0
890,0
387,44.0
389,253.0
394,0
1421,0
1426,0
1427,0
927,0
932,0
425,0
436,178.0
950,22.0
439,0
955,0
958,0
246,0
247,0
975,6.0
980,0
473,4459.0
475,0
1504,257.0
1506,0
1517,0
500,0
