video_current_time,pause_time
0,0
384,0
473,22.0
646,0
263,0
215,0
514,0
677,0
707,0
406,2.0
729,2.0
409,0.0
328,1.0
416,0
33,0
418,0
293,7.0
422,0
625,0
680,0
348,5.0
49,0
435,3.0
222,0
694,0
824,3.0
570,0
151,0
446,0
63,0
704,1.0
65,196.0
322,4.0
835,3.0
70,0
584,11.0
458,1.0
203,0
716,5.0
845,0
653,0
338,0
339,0
469,1.0
471,23.0
472,7.0
601,0
474,0
732,0.0
734,0.0
279,0
612,0
229,5.0
38,0
873,0
746,0.0
365,0
366,1.0
368,0
113,0
316,0
373,0
246,4.0
41,0
763,0
