video_current_time,pause_time
0,0
1281,0
1397,0
903,13.0
128,0
267,0
525,0
527,14.0
16,0
401,16.0
402,0
789,13.0
1306,0
495,57.0
29,21.0
1057,0
163,1.0
293,2.0
806,13.0
1063,0
1064,0
681,15.0
427,6.0
845,2.0
817,19.0
818,0
819,0
181,23.0
694,23.0
55,0
444,0
445,0
190,0
1343,0
576,10.0
579,26.0
198,29.0
1169,4.0
461,26.0
846,28.0
847,6.0
1360,0
721,30.0
722,0.0
597,6.0
1370,0
205,0
220,0
223,29.0
992,0
422,6.0
870,27.0
273,3.0
1386,0
108,2.0
1329,0
878,36.0
623,0
112,3.0
1192,61.0
114,22.0
1012,16.0
1013,1.0
1015,0
508,0
21,0
