video_current_time,pause_time
0,0
896,4.0
258,66.0
811,0
900,18.0
775,20.0
1032,0
905,3.0
908,1.0
1294,0
911,0
563,0
788,6.0
1198,10.0
1302,0
791,0
1304,1.0
154,8.0
922,40.0
1182,0
543,26.0
34,24.0
932,1.0
966,0
798,0
1394,31.0
174,63.0
176,182.0
433,0
179,0
1332,12.0
437,0
1336,0
186,0
1247,35.0
830,0
821,35.0
323,20.0
68,12.0
453,0
582,0
1292,0
1355,60.0
759,0
418,0
210,12.0
867,0
980,19.0
740,14.0
804,0
601,0
1499,0
95,11.0
611,1.0
612,1.0
613,0
1169,0
873,0
1383,2.0
876,0
1150,0
878,0
1392,1.0
1138,17.0
627,0
628,0
894,13.0
1271,0
852,0
1379,48.0
636,60.0
638,0
