video_current_time,pause_time
0,0
1,0
524,0
16,0
450,4.0
22,0
27,78.0
32,0
546,16.0
37,0
552,0
48,55.0
561,0
1076,0
60,56.0
61,59.0
62,0
1087,17.0
1088,6.0
577,0
71,0
1103,2.0
594,0
86,0
1119,0
608,0
613,0
109,0
111,0
627,0
123,0
640,0
1334,30.0
646,0
649,0
652,4.0
1218,0
1168,0
661,0
150,0
664,0
880,0
676,0
683,0
175,0
181,0
287,0
701,1972.0
703,40.0
704,0
706,0
707,0
1220,0.0
709,0
1224,163.0
713,0
715,0
207,0
208,0
1238,175.0
1241,1.0
1242,8.0
1244,0.0
737,0
739,354.0
740,0
231,0
1256,60.0
752,1702.0
753,97.0
1276,0
765,0
768,0
770,3.0
1286,0
1290,33.0
272,0
131,0
276,0
1302,0
280,1512.0
793,122.0
1306,0
284,0
799,0
801,0
290,0
292,0
1318,0
309,31.0
310,0
318,0
837,0
326,0
342,76.0
344,0
346,0
350,0
1377,2.0
866,394.0
1381,0
871,0
743,1.0
367,0
1392,49.0
643,0
377,48.0
380,0
895,0
65,0
417,0
241,0
939,5.0
428,0
431,73.0
955,39.0
957,16.0
958,5.0
959,0
961,0
1474,38.0
454,0
1485,15.0
462,0
467,0
982,0
479,0
1517,0
503,0
507,0
1021,0
