video_current_time,pause_time
0,0
1,0
733,1.0
1067,71.0
389,0
135,0
1033,0
398,7.0
685,0
16,0
600,0
405,0
790,43.0
408,12.0
155,0
926,606.0
645,6.0
800,0
815,0
1186,235.0
419,0
164,0
293,0
934,0
171,0
813,238.0
47,0.0
840,0
1074,0
181,0
438,111.0
183,52.0
184,48.0
57,68.0
735,0
411,0
1213,0
62,0
1205,0
160,0
194,0
196,0
1117,33.0
969,0
1098,0
971,52.0
588,0
720,0
1106,0
467,0
596,13.0
1081,0
215,0
549,0
932,96.0
602,0
911,0
221,11.0
990,79.0
223,0
769,0
678,0
1127,0
572,132.0
747,0
647,0
1150,0
1007,0
595,0.0
501,0
124,23.0
637,1677.0
510,0
