video_current_time,pause_time
0,0
781,3.0
782,2.0
1197,3.0
401,0
1258,1.0
1052,1.0
286,0
543,33.75
1277,92.0
418,18.0
1316,0
39,0
424,0
809,0
810,2.0
811,2.0
813,1.0
1245,367.0
1074,6.0
308,415.0
438,37.0
696,33.0
317,422.5
702,81.0
1091,10.0
201,0
1228,1.0
546,365.0
184,0
1746,0.0
339,114.0
218,78.0
220,0
861,253.0
734,38.0
867,1.0
868,42.0
870,822.0
337,0
1256,3.0
361,1.25
490,7.0
807,2483.75
494,0
1085,6.0
104,0
1524,0
745,209.0
1273,6.0
125,2.0
1791,0
