video_current_time,pause_time
0,0
516,91.0
1030,52.0
524,54.0
19,0
20,0
28,0
544,0
545,0
547,43.0
549,0
562,44.0
566,0
1087,0
580,0
581,32.0
583,0
584,0
76,0
600,14.0
783,37.0
1121,0
327,0
618,0
1134,0
623,0
157,0
627,0
630,0
532,11.0
637,0
1301,0
130,27.0
1160,0
658,0
659,0
660,0
155,0
1181,0
673,0
1189,0
1196,7.0
1197,0.0
174,0
1207,25.0
1208,0.0
1211,0
700,0
702,0
1219,0.0
1220,50.0
199,21.0
200,0
208,1.0
721,0
1234,0
211,22.0
725,0
1238,29.0
215,0
1241,36.0
1249,0
739,0
232,59.0
1258,28.0
1259,0.0
893,0
241,0
1235,47.0
244,8.0
761,17.0
762,0
253,0
1294,40.0
1295,0
789,0
794,0
986,0
805,0
812,9.0
1074,0
815,0
816,0
817,0
1335,0
480,31.0
834,13.0
1348,28.0
737,0
846,0
848,0
1361,0
342,0
864,0
1377,10.0
1379,0
356,0
1384,0
879,0
880,0
372,0
1398,35.0
234,16.0
897,0
905,0
906,0
1421,24.0
911,0
920,0
324,0
419,0
933,0
938,0
1451,42.0
1453,0
1455,23.0
432,0
946,0
438,20.0
1472,58.0
463,45.0
1496,0
1498,0
1501,4.0
478,0
1503,0.0
1504,1.0
1508,3.0
1509,27.0
1510,0
1003,0
1517,0
497,138.0
498,0
1014,0
