video_current_time,pause_time
0,0
1024,8.0
1027,78.0
5,0
1025,2.0
1032,0
267,120.0
400,96.0
913,0
914,0
19,0
788,52.0
791,0
408,0
773,0
35,0
342,0
165,0.0
294,0
936,44.0
809,0
683,8.0
44,0
1010,19.0
814,42034.0
687,37.0
49,1.0
709,244.0
1077,19.0
183,9.0
57,22.0
660,0
1213,0
53,1.0
448,0
69,0
710,59.0
199,11.0
457,0
1079,87.0
460,57.0
718,0
719,0.0
723,0
1108,0
41,121.0
726,629.0
88,0
734,0
479,0
1121,7.0
1129,6.0
747,0
108,346.0
1138,0
787,0
502,0
489,0
852,0
468,0
1146,1.0
636,8.0
509,1357.0
