video_current_time,pause_time
0,0
320,0
388,13.0
263,0
521,132.0
10,0
471,46.5
152,0
659,1.0
148,120.0
663,10.0
280,0
516,0
667,0
156,54.0
925,0
926,0
289,34.0
294,0
295,0
170,16.0
683,16.0
684,0
301,0
303,0
189,3.0
178,21.0
179,19.0
317,3.75
318,36.25
192,0
321,0
194,0
246,5.0
673,0
331,0
461,690.0
257,175.5
723,22.5
468,18.0
341,14.0
343,34.0
344,0
345,0
221,249.0
99,19.0
868,0
678,0
742,28.75
679,0
111,0
496,1.0
498,13.0
275,384.0
812,7.5
630,0
504,0
892,0.0
