video_current_time,pause_time
0,0
128,0
299,0
516,0
470,0
1158,0
1,0
1161,49.5
1168,0
523,214.5
1164,0
14,0
1005,0
400,7.5
785,0
18,0
789,58.5
662,0
1432,0
4,51.25
410,0
412,0
417,0
35,0
1203,0
38,13.0
1308,21.25
42,3.0
427,0
557,0
558,0
47,10.0
945,48.0
1074,97.5
51,0
1204,18.75
1208,63.75
697,33.0
442,0
699,0
444,0
445,0
1086,6.0
1215,0
1088,49.5
441,12.0
706,0
1219,0
1142,7.5
967,0
201,100.0
586,20.0
499,0
825,207.0
463,19.5
854,100.5
569,0
1167,0
1354,0
1246,0
1249,12.0
612,0
999,18.0
616,18.0
746,64.5
619,0
109,19.5
1135,34.5
1394,0
243,0
1141,0
246,223.5
1528,0
1145,0
1274,32.5
511,32.0
